sample_id,video_id,channel_id,publish_time,input_window_start_h,input_window_end_h,target_window_start_h,target_window_end_h,views_48h,views_72h,next_24h_views,log_next_24h_views
-KRJ2hQSkzw_first48h,-KRJ2hQSkzw,UCLZ-0qWzJr33yxQ4z8ag3QQ,2026-05-09 02:22:39+00:00,0,48,48,72,7933.48643761302,7997.877211457456,64.3907738444359,4.180381175796414
R-WbAau45tE_first48h,R-WbAau45tE,UCWskYkV4c4S9D__rsfOl2JA,2026-05-08 12:41:08+00:00,0,48,48,72,15568.0,16492.18448438978,924.1844843897816,6.829993160209945
3W1NhLzJFp0_first48h,3W1NhLzJFp0,UCjXTgj2f0pVxwvIZVlzQ6Jw,2026-05-08 13:11:44+00:00,0,48,48,72,1328.0,1338.1483387927,10.148338792700088,2.4112904996046463
1eqO-P1EkpY_first48h,1eqO-P1EkpY,UCz6XquIbM5OcfK7r3hQQCXA,2026-05-08 18:09:37+00:00,0,48,48,72,239918.77234869517,265357.6263687151,25438.854020019906,10.14407227923083
9t8samcUDOg_first48h,9t8samcUDOg,UCTvZcgH_rsvaGuZ8mU5jpnA,2026-05-09 01:15:53+00:00,0,48,48,72,7402.0,7496.823367571534,94.82336757153371,4.562506575603994
HisWQVg5WC4_first48h,HisWQVg5WC4,UC1VKVKhJLc7PjdPPVxTDk0Q,2026-05-09 05:17:21+00:00,0,48,48,72,134662.31988472622,135032.34504792333,370.0251631971041,5.916269885636523
GHqOc_kGAtI_first48h,GHqOc_kGAtI,UCGCZAYq5Xxojl_tSXcVJhiQ,2026-05-09 03:17:22+00:00,0,48,48,72,4001.8137432188064,4033.101014370245,31.287271151438745,3.474673070559093
K0x4ZU4rFmc_first48h,K0x4ZU4rFmc,UC52X5wxOL_s5yw0dQk7NtgA,2026-05-08 23:27:53+00:00,0,48,48,72,190784.04420817012,210649.74485910128,19865.70065093116,9.896800275001208
RxMl7Ph6urM_first48h,RxMl7Ph6urM,UCwjVcMTea1yIoZzLdE3Riaw,2026-05-07 14:51:49+00:00,0,48,48,72,6442.430769230767,8916.348224970085,2473.917455739318,7.813962323230189
wJgRzMrW4Wk_first48h,wJgRzMrW4Wk,UCKa1VlSq1WwdSQWv4JFdgxg,2026-05-07 10:01:36+00:00,0,48,48,72,12368.0,14597.180370660402,2229.1803706604023,7.70983774488747
5d7w82oKE4Q_first48h,5d7w82oKE4Q,UCzpwkXk_GlfmWntZ9v4l3Tg,2026-05-07 12:59:06+00:00,0,48,48,72,28648.9958643507,31466.39504716981,2817.39918281911,7.943924337082021
kP0AZlkxySA_first48h,kP0AZlkxySA,UC2TuODJhC03pLgd6MpWP0iw,2026-05-09 07:30:06+00:00,0,48,48,72,30982.15124500461,31497.918898809523,515.7676538049127,6.247593361122816
qbutq7FIsm4_first48h,qbutq7FIsm4,UCB8-vcejM22MzXnzvyiXr8A,2026-05-09 05:02:46+00:00,0,48,48,72,82902.0,83137.26570763698,235.26570763697964,5.4649570515159605
o_ZyjQQFJeI_first48h,o_ZyjQQFJeI,UCkKJhKO73xF1pK5h9R82ZGQ,2026-05-08 10:36:13+00:00,0,48,48,72,31186.0,34509.376356367786,3323.376356367786,8.109037373503353
naZupSggtno_first48h,naZupSggtno,UCwPaG8zQJvsCwiTstXcx8ng,2026-05-09 03:42:45+00:00,0,48,48,72,23053.542009884677,23174.169386854875,120.62737697019838,4.800962083749512
ArktDtvemJ0_first48h,ArktDtvemJ0,UCUnHqTLivhRkXAoe66J1plQ,2026-05-07 21:25:21+00:00,0,48,48,72,3353.0,3515.27884280237,162.27884280237004,5.095459431278839
jmLBmui4nTM_first48h,jmLBmui4nTM,UCkqV44VPd2aLiqtLfM7fbpQ,2026-05-09 00:55:14+00:00,0,48,48,72,2301657.0,2301844.5510835913,187.551083591301,5.239368970658423
p856yADQIEk_first48h,p856yADQIEk,UCFDidMd82mpDkKijLUqHp7A,2026-05-07 20:43:34+00:00,0,48,48,72,56266.0,65642.6961602671,9376.696160267107,9.146089399920903
7yvfit80mvs_first48h,7yvfit80mvs,UCnJEWsS5agXCkqIpyHC9Grg,2026-05-08 09:57:28+00:00,0,48,48,72,67271.48034697749,73703.89674754775,6432.416400570262,8.769260998147248
otDjaEoNUAc_first48h,otDjaEoNUAc,UCoNYj9OFHZn3ACmmeRCPwbA,2026-05-09 06:20:02+00:00,0,48,48,72,730.0,751.0378850957535,21.037885095753495,3.0927630221375493
HB7YXu8Q2V0_first48h,HB7YXu8Q2V0,UCQlzjmKRThzun1vWlT7lxWw,2026-05-08 15:18:51+00:00,0,48,48,72,14618.339697169191,14722.811859117253,104.47216194806242,4.6584470503060125
FKD__1RHr_s_first48h,FKD__1RHr_s,UCdcEhhmXDVrKTukbKqnC5bw,2026-05-09 02:43:25+00:00,0,48,48,72,52255.72980910426,57577.46339937435,5321.733590270087,8.579742283126377
BDJNkNp4w-Q_first48h,BDJNkNp4w-Q,UC8zlWNFM-iCWZDup6BkoaNA,2026-05-08 15:13:32+00:00,0,48,48,72,41405.03313840156,43473.48423049561,2068.451092094052,7.63503867819344
4VB223cRpUg_first48h,4VB223cRpUg,UCBjPppB6FOLloYBUvgbqE_A,2026-05-09 04:21:36+00:00,0,48,48,72,205800.0,208398.3133986247,2598.313398624712,7.8630026116829494
psMUR0yCfqg_first48h,psMUR0yCfqg,UCarvAHwttb_r2hYihGX8aXA,2026-05-08 18:30:59+00:00,0,48,48,72,120443.0,134082.17402945115,13639.174029451155,9.520774690073477
FO8-wfKt5r8_first48h,FO8-wfKt5r8,UCR9QvLrN3wTXWWvURmlX2MA,2026-05-09 07:37:54+00:00,0,48,48,72,27030.862947240752,27037.434894872742,6.571947631990042,2.0244503173155066
4DZ6pOmaJwg_first48h,4DZ6pOmaJwg,UCVCZ8gDIKlSG1IQDPfnkxNA,2026-05-08 17:16:28+00:00,0,48,48,72,48155.81705150977,54348.0329768271,6192.215925317323,8.73120976635921
sR_h2yb5_HI_first48h,sR_h2yb5_HI,UCL0_NxCvkcXwZHpvqgMZY-A,2026-05-09 03:22:29+00:00,0,48,48,72,4179.0,4395.780824700386,216.7808247003859,5.38348916576163
xXZwjvCq4W4_first48h,xXZwjvCq4W4,UCt4bWJILlEo1hvsR224ASyA,2026-05-09 07:34:07+00:00,0,48,48,72,21291.08396946565,21312.03136017814,20.94739071249205,3.088648258308941
jGNwgPUpPjY_first48h,jGNwgPUpPjY,UCaHvWPMrGgcd42waw4WYQ6w,2026-05-09 01:50:23+00:00,0,48,48,72,36484.35493594574,36823.18046357616,338.82552763041895,5.828432331873439
YFLzACtNeBo_first48h,YFLzACtNeBo,UC1dGHGJTXU_dkiR8tW3qQgg,2026-05-08 12:29:50+00:00,0,48,48,72,5971690.0,6010326.075060532,38636.07506053243,10.561967588270088
tVd29JA0Tnc_first48h,tVd29JA0Tnc,UC5nwNW4KdC0SzrhF9BXEYOQ,2026-05-07 15:05:34+00:00,0,48,48,72,30108.0,36045.22135296825,5937.2213529682485,8.68916493198969
C5-bM6LSK9M_first48h,C5-bM6LSK9M,UC6AG81pAkf6Lbi_1VC5NmPA,2026-05-09 07:45:55+00:00,0,48,48,72,173844.73684210525,177817.60148975792,3972.864647652663,8.287494363058313
3W_h5h_tnoM_first48h,3W_h5h_tnoM,UCuTAXTexrhetbOe3zgskJBQ,2026-05-09 06:50:52+00:00,0,48,48,72,32479.0,32636.991254266213,157.99125426621322,5.068849196092411
Q9yjt7cfYjI_first48h,Q9yjt7cfYjI,UCkKVQ_GNjd8FbAuT6xDcWgg,2026-05-08 16:20:40+00:00,0,48,48,72,14091.0,15812.125679758308,1721.1256797583083,7.451314667085341
Tz1BL1uCSUA_first48h,Tz1BL1uCSUA,UCFDidMd82mpDkKijLUqHp7A,2026-05-08 18:44:03+00:00,0,48,48,72,15998.0,17340.05047255178,1342.0504725517785,7.202698777761788
wS1Gd81vvls_first48h,wS1Gd81vvls,UCvzGlP9oQwU--Y0r9id_jnA,2026-05-09 02:45:26+00:00,0,48,48,72,158375.49306518724,162594.20769230768,4218.71462712044,8.347522780838348
cswQzsSVfuo_first48h,cswQzsSVfuo,UCzVgCrOcBAWYEHTtVOMPAtw,2026-05-07 12:32:59+00:00,0,48,48,72,207195.6228571431,362788.3910665451,155592.76820940198,11.955003839856293
SqRwkRAoK_I_first48h,SqRwkRAoK_I,UCwhZ2BQ-gyp6ipySEUxQXOQ,2026-05-07 16:45:01+00:00,0,48,48,72,17839.224958949097,19533.303712035995,1694.0787530868984,7.435484480733396
f695hLogRa4_first48h,f695hLogRa4,UCoA3lm9UTWDWK8Z1kcoWQcA,2026-05-07 16:00:06+00:00,0,48,48,72,117099.17142857143,131591.93854748603,14492.767118914606,9.581473982127049
DiZqxJF8Y38_first48h,DiZqxJF8Y38,UCREjdu30qQ0Mfrbz9t-gt9A,2026-05-09 07:50:13+00:00,0,48,48,72,58772.69631363371,58868.45533859576,95.75902496205526,4.572223608821018
a2Mx8DM8CSo_first48h,a2Mx8DM8CSo,UC5fkmrA5VDTr2IU7lPmpsHA,2026-05-08 15:15:01+00:00,0,48,48,72,11121.335183603758,11347.839011356045,226.50382775228718,5.427167063534241
6Y_1D_EXiCs_first48h,6Y_1D_EXiCs,UCVLNsyFMnytkeEjJuP81XKg,2026-05-09 06:37:30+00:00,0,48,48,72,21653.0,22521.339168490154,868.3391684901544,6.767733346576176
kf59BanvQS4_first48h,kf59BanvQS4,UCaYxyR9mzVlTrOOyZD0XAmA,2026-05-09 00:20:40+00:00,0,48,48,72,223465.35450236965,255925.96774193548,32460.613239565835,10.38781353914248
RkyJeNOVWL4_first48h,RkyJeNOVWL4,UCyxNn8Emqqo3z6VQKFEQcvA,2026-05-09 06:25:25+00:00,0,48,48,72,12057.0,12174.259789473685,117.25978947368458,4.772883810192254
AmOJbE4Mh6Y_first48h,AmOJbE4Mh6Y,UCoe5u1Hr0tHkJVzgsiKoMJg,2026-05-07 11:54:38+00:00,0,48,48,72,717.0,790.9093596059113,73.90935960591128,4.316278844076785
w8TWGA5u6ZA_first48h,w8TWGA5u6ZA,UC3ti8PjJczdDKHSwk7TESkw,2026-05-09 07:48:16+00:00,0,48,48,72,135979.10014814814,137012.2730830813,1033.172934933158,6.941357289568585
TX-HQhqnnfQ_first48h,TX-HQhqnnfQ,UCiWLfSweyRNmLpgEHekhoAg,2026-05-08 14:26:26+00:00,0,48,48,72,13703.0,14809.435903445043,1106.4359034450426,7.009802625251279
NW2MFnwnsA4_first48h,NW2MFnwnsA4,UCoLrcjPV5PbUrUyXq5mjc_A,2026-05-09 05:41:05+00:00,0,48,48,72,228651.76256281408,231865.99545736113,3214.232894547051,8.075655074031602
N6frGosBQgo_first48h,N6frGosBQgo,UCT350j4u6alUKyF9eu2bGug,2026-05-08 23:32:02+00:00,0,48,48,72,9444.676582278482,9485.713237990465,41.03665571198326,3.7385419927013506
HQyYWeaZU7M_first48h,HQyYWeaZU7M,UCIU8ha-NHmLjtUwU7dFiXUA,2026-05-08 09:55:41+00:00,0,48,48,72,2013.3310382071015,2152.216246815737,138.8852086086356,4.940822147766117
suS8mzRvzCc_first48h,suS8mzRvzCc,UCz9owiXUt0UoSRfhdz8-FYw,2026-05-09 05:30:30+00:00,0,48,48,72,40578.0,40650.07304347826,72.07304347825993,4.291459536478902
cPO4kBjBXrs_first48h,cPO4kBjBXrs,UCQElBxJec9PsoGdHnBFmZCQ,2026-05-09 05:03:52+00:00,0,48,48,72,336.0,732.7715930902111,396.7715930902111,5.985877953840419
ZOOQXY9XdXw_first48h,ZOOQXY9XdXw,UC41xJSNY2xCPC4-gOsRcDcg,2026-05-09 00:58:08+00:00,0,48,48,72,224.0,254.08442742523704,30.08442742523704,3.4367069679035
nuoT76iQDCA_first48h,nuoT76iQDCA,UC0Cbaofl1u2ZSCUjZ9yy-wg,2026-05-09 07:38:32+00:00,0,48,48,72,34803.079262672814,35687.99331352155,884.9140508487326,6.786619937828085
sClNRANL11I_first48h,sClNRANL11I,UCuTAXTexrhetbOe3zgskJBQ,2026-05-09 09:03:45+00:00,0,48,48,72,46193.9212962963,46725.436491935485,531.5151956391855,6.27761143358804
wzqA6uM4xxY_first48h,wzqA6uM4xxY,UCdhGbKNYGK7dglu2HJf3B3Q,2026-05-09 10:01:25+00:00,0,48,48,72,26432.0,29044.909195971602,2612.9091959716025,7.868602156002993
OB1mdH-amCw_first48h,OB1mdH-amCw,UCrvhNP_lWuPIP6QZzJmM-bw,2026-05-09 03:45:04+00:00,0,48,48,72,17949.0,18379.06510681587,430.0651068158695,6.06625913859296
JUTRPiU_q6E_first48h,JUTRPiU_q6E,UCsOlx6HglzlHo-dJjCOdE2Q,2026-05-09 08:48:45+00:00,0,48,48,72,17496.399479317326,17422.97051056338,0.0,0.0
-3_3FjEDrH4_first48h,-3_3FjEDrH4,UCYJ0Ucu9jPX5kn6SeDcNaIQ,2026-05-08 17:11:07+00:00,0,48,48,72,173930.65628476086,181500.8514529567,7570.195168195845,8.932106216161731
Uu9ss4vuyKs_first48h,Uu9ss4vuyKs,UCOTJtP0Z9DjpPU43B5m1V6A,2026-05-09 10:00:23+00:00,0,48,48,72,60034.0,60805.94751286449,771.9475128644917,6.650211145718674
fpg4T9vuKNc_first48h,fpg4T9vuKNc,UCWcEgYIOqq1BVr4Qm1sPuVg,2026-05-09 05:14:35+00:00,0,48,48,72,359976.0,408792.7294665538,48816.72946655378,10.795848834601454
j7GBw4Fk5og_first48h,j7GBw4Fk5og,UC1ZE5z-vuh0wLdAPSpvnZ9g,2026-05-09 04:47:24+00:00,0,48,48,72,47294.0,47322.10605088732,28.106050887319725,3.3709460868342678
w-xfXtJGkrw_first48h,w-xfXtJGkrw,UCMYlXK0jyerVnc3dmz-vjCA,2026-05-07 18:26:42+00:00,0,48,48,72,2478.0,2501.0,23.0,3.1780538303479458
wa2Fod41L1U_first48h,wa2Fod41L1U,UCjPg8EWPOdT5GZAbL67lf0A,2026-05-09 10:14:57+00:00,0,48,48,72,165484.92722674907,165612.76745200698,127.84022525791079,4.858573072815325
-Av9vcpZjUc_first48h,-Av9vcpZjUc,UCmHCyBKDCQk5GwJB3NvTbdw,2026-05-08 15:03:30+00:00,0,48,48,72,188266.56672760512,188698.07352595724,431.50679835211486,6.06959804498161
7bGN4cTCiMk_first48h,7bGN4cTCiMk,UCuzqko_GKcj9922M1gUo__w,2026-05-08 13:54:45+00:00,0,48,48,72,8147.0,8238.156771180787,91.15677118078747,4.523491161403152
ydH6_yeYtrI_first48h,ydH6_yeYtrI,UC05cNJvMKzDLRPo59X2Xx7g,2026-05-09 05:43:45+00:00,0,48,48,72,240426.6660335549,243011.72567482738,2585.05964127247,7.857890622202925
agZedMjSqnk_first48h,agZedMjSqnk,UCOb49mOu4z3FTYRkIrFtYMQ,2026-05-09 06:35:00+00:00,0,48,48,72,192439.0,223614.76642946838,31175.76642946838,10.347428430674166
MT9-_IPpY2s_first48h,MT9-_IPpY2s,UCm_jnI7ubEWq57tEk6pDHBw,2026-05-09 09:49:13+00:00,0,48,48,72,859.0,1036.3571807101218,177.35718071012184,5.183788172895852
P7eM9Qw1NT8_first48h,P7eM9Qw1NT8,UC2VmWn8dAqkzlQqvy02E1PA,2026-05-09 03:57:20+00:00,0,48,48,72,6865.308794788273,6920.064994547437,54.75619975916379,4.02098861059965
jYCpCYLEPgA_first48h,jYCpCYLEPgA,UCSQQQENHsSigOcawOR2Pl4A,2026-05-08 14:25:43+00:00,0,48,48,72,1372.0,1393.144409234948,21.144409234947943,3.09758505988895
HJ0Xxd66Tew_first48h,HJ0Xxd66Tew,UCtvggO4vLSDBq1hUCrRRPvg,2026-05-08 20:00:24+00:00,0,48,48,72,163918.93126856172,184533.0036423238,20614.072373762086,9.9337777558679
9OCJyRTsBjI_first48h,9OCJyRTsBjI,UC7pymGbBtC0rJmLa3qdRdjg,2026-05-09 10:00:06+00:00,0,48,48,72,1368.0,1546.0821917808219,178.08219178082186,5.187844872413469
Oe0AsM3jxOQ_first48h,Oe0AsM3jxOQ,UCTLIq9jl-pb_ojAZZtoGaOQ,2026-05-08 11:43:16+00:00,0,48,48,72,218824.5049057578,238244.3604826546,19419.855576896778,9.874102797357699
aWZAN87qpc4_first48h,aWZAN87qpc4,UCdOjVxkj5JA0iDu3_xcsTyQ,2026-05-07 23:22:07+00:00,0,48,48,72,32950.714617169375,33196.5972166998,245.8825995304287,5.508912918089668
SuUwvWqnzgE_first48h,SuUwvWqnzgE,UCTQ-gSOpuLtgQarXw3XVmyQ,2026-05-09 00:10:16+00:00,0,48,48,72,3269.3224555735055,3330.9799599198395,61.65750434633401,4.137683456233169
b1lbiBmaeWo_first48h,b1lbiBmaeWo,UCe10BxbsFg9Kbmkg-ean_Dg,2026-05-08 15:33:42+00:00,0,48,48,72,33251.06013639182,33943.8303257558,692.7701893639824,6.542140766423116
aLv0zmH_LQI_first48h,aLv0zmH_LQI,UCMpuxj_U02VaHfaPD5Jjx_Q,2026-05-07 15:11:38+00:00,0,48,48,72,48085.1648,49097.30192188469,1012.1371218846907,6.9208068572644486
bWv0Sa3t5h8_first48h,bWv0Sa3t5h8,UCRlWXcripH3oV_v6uSb9ASw,2026-05-08 21:30:57+00:00,0,48,48,72,3052.0,3061.9433754810334,9.9433754810334,2.3927342942878744
XKzZzzaoaBk_first48h,XKzZzzaoaBk,UCoLrcjPV5PbUrUyXq5mjc_A,2026-05-09 05:37:02+00:00,0,48,48,72,89071.0,89889.1260707226,818.1260707226029,6.708238004512907
I6OWtAACHcI_first48h,I6OWtAACHcI,UCwPzlQU2MqEQJWgqM_0VFKQ,2026-05-09 00:39:53+00:00,0,48,48,72,833.560975609756,842.7664233576643,9.205447747908238,2.3229216706455396
zzpdRGOMYWc_first48h,zzpdRGOMYWc,UCzbQyIOwWK0j4E5DbWPcXBQ,2026-05-08 13:40:04+00:00,0,48,48,72,115540.57681564246,134441.0888888889,18900.512073246427,9.846997201723067
y6KeRAxrZJ4_first48h,y6KeRAxrZJ4,UC5AdfeJkjzRZhjK037UgY-A,2026-05-09 08:00:28+00:00,0,48,48,72,21586.0,25284.79880329095,3698.798803290949,8.216033719664873
or1fNDi1NOA_first48h,or1fNDi1NOA,UC8ROUUjHzEQm-ndb69CX8Ww,2026-05-09 12:33:14+00:00,0,48,48,72,1281.0,1287.8002081165453,6.800208116545264,2.0541504149479652
j19FZnuHrDU_first48h,j19FZnuHrDU,UC8ROUUjHzEQm-ndb69CX8Ww,2026-05-09 12:31:18+00:00,0,48,48,72,503.0,510.62122788761707,7.621227887617067,2.154227520890371
FXNRCf6khfk_first48h,FXNRCf6khfk,UC8ROUUjHzEQm-ndb69CX8Ww,2026-05-09 12:26:12+00:00,0,48,48,72,25271.0,25336.86878768975,65.8687876897493,4.202732306542333
u8EzeDS0X8w_first48h,u8EzeDS0X8w,UCjg5-lUiUzdmzzBRY9Xqrhw,2026-05-09 09:01:15+00:00,0,48,48,72,215536.0,227503.13578475337,11967.135784753365,9.39000304580108
UFAr86CmHQs_first48h,UFAr86CmHQs,UCv7_krlrre3GQi79d4guxHQ,2026-05-09 06:48:03+00:00,0,48,48,72,369374.2784431138,372635.1413892314,3260.862946117588,8.09005376700632
U7mUMAImz88_first48h,U7mUMAImz88,UCuTAXTexrhetbOe3zgskJBQ,2026-05-09 07:34:30+00:00,0,48,48,72,85873.94642857143,86260.91087270477,386.96444413333666,5.960913696592573
rxstNOH5GUE_first48h,rxstNOH5GUE,UCwnf7bQbOJ42gXoFgRU9Gsw,2026-05-09 09:30:06+00:00,0,48,48,72,13480.0,14159.9928838285,679.9928838284995,6.523551856503872
dsqvveZSABg_first48h,dsqvveZSABg,UCSWoppsVL0TLxFQ2qP_DLqQ,2026-05-09 07:30:06+00:00,0,48,48,72,5057.090370370371,5159.802816901409,102.71244653103804,4.641622132440439
6D3i43S-FaM_first48h,6D3i43S-FaM,UCXDG9ue-emCN8Ad3h7lERqQ,2026-05-09 11:19:43+00:00,0,48,48,72,124355.58044164038,131436.82572702187,7081.24528538149,8.865346267116053
0WX4BwI5DZU_first48h,0WX4BwI5DZU,UCL0_NxCvkcXwZHpvqgMZY-A,2026-05-09 10:40:38+00:00,0,48,48,72,6739.071251719395,6758.138391894805,19.067140175409804,2.9990836601494855
QOobBpzQP30_first48h,QOobBpzQP30,UCNBmxc6FvKyxtCpUygcdINA,2026-05-08 22:56:46+00:00,0,48,48,72,228.0,235.0,7.0,2.0794415416798357
24qFuAfGiyc_first48h,24qFuAfGiyc,UCdHm_sm5CzM8ftbORawpKYA,2026-05-08 23:15:02+00:00,0,48,48,72,190.0,193.81589456869008,3.8158945686900836,1.5719218158836008
_Zdh2Cj8c7g_first48h,_Zdh2Cj8c7g,UCnkGBfcmoiIGEwL9B-G1fpA,2026-05-08 23:59:50+00:00,0,48,48,72,1176719.0,1199854.1085441147,23135.108544114744,10.049149816515378
oRJHLz2tank_first48h,oRJHLz2tank,UCoaNwwtAyRK0g0jvoyNOL_w,2026-05-08 17:10:43+00:00,0,48,48,72,5864.0,5885.2545418247155,21.25454182471549,3.1025461147346824
x3HWXAErnKQ_first48h,x3HWXAErnKQ,UCl3aKvzB7uC5mTlVEWiCogA,2026-05-09 09:35:17+00:00,0,48,48,72,1892.1279702261666,1933.6168514412416,41.488881215075025,3.7492424232334667
wnDXDOPfSQo_first48h,wnDXDOPfSQo,UCiJTKr-wja_JVM2dVTYCELA,2026-05-08 23:53:30+00:00,0,48,48,72,15639.0,15660.997973470892,21.997973470892248,3.135406102086032
dBMRnuczKUA_first48h,dBMRnuczKUA,UCpOH7QWJI7N4FueKSiekZKw,2026-05-08 19:45:49+00:00,0,48,48,72,89757.0,90136.07412790698,379.0741279069771,5.940366307135496
vquCzlsSZjg_first48h,vquCzlsSZjg,UCIS6VD2q4y_P7FKsWEsGsoA,2026-05-09 10:01:34+00:00,0,48,48,72,14975.37166151251,16483.672537508155,1508.3008759956447,7.319401826563839
1VqO8w3KA60_first48h,1VqO8w3KA60,UCZHBZUrLKMoL6FxpvdRzhKA,2026-05-08 18:13:36+00:00,0,48,48,72,12238.736842105263,12362.892321468547,124.15547936328403,4.829556799286794
oXtn50Dk58w_first48h,oXtn50Dk58w,UC8ROUUjHzEQm-ndb69CX8Ww,2026-05-09 10:05:39+00:00,0,48,48,72,5291.0,5520.86454183267,229.8645418326696,5.441831139529889
t8Sn9Rm5uCw_first48h,t8Sn9Rm5uCw,UC2VmWn8dAqkzlQqvy02E1PA,2026-05-09 10:31:59+00:00,0,48,48,72,2024.6625602570969,2095.9434326119563,71.28087235485941,4.280559534755505
OsFmwTnYM8I_first48h,OsFmwTnYM8I,UCNsidkYpIAQ4QaufptQBPHQ,2026-05-09 08:51:54+00:00,0,48,48,72,19148.832369942196,19595.220783532535,446.38841359033904,6.103427151515369
FZl6_2Ej4cw_first48h,FZl6_2Ej4cw,UCa4kR_GYVvyqIkxfXurRMYw,2026-05-09 12:06:34+00:00,0,48,48,72,68352.0,68374.99133738602,22.99133738601813,3.177692822943369
DmaFT8RPf-Q_first48h,DmaFT8RPf-Q,UC_IYjiKaQBPq-K1Iq4sM-UQ,2026-05-09 13:10:06+00:00,0,48,48,72,209923.0,219988.51521339596,10065.515213395964,9.216969869554783
k8vDNE6VnSI_first48h,k8vDNE6VnSI,UC9HNi_aAXBgpI2zhibOAfAA,2026-05-09 01:00:44+00:00,0,48,48,72,320561.0,363044.3654385637,42483.36543856369,10.656891415197197
Waz3pAlzc3o_first48h,Waz3pAlzc3o,UCVG4KpQRpA99jZk2hHZT9-Q,2026-05-09 05:15:06+00:00,0,48,48,72,7378.93408723748,7572.320257234726,193.38616999724672,5.269846747506156
z7Mntc6mFnA_first48h,z7Mntc6mFnA,UCVG4KpQRpA99jZk2hHZT9-Q,2026-05-09 04:37:12+00:00,0,48,48,72,8854.452442159383,10247.081208485108,1392.6287663257244,7.239666247622948
GvmgIcuAu-4_first48h,GvmgIcuAu-4,UCFNcY_a-jIigMo1DAjKqEfQ,2026-05-09 11:10:57+00:00,0,48,48,72,91484.0,91917.48812837727,433.4881283772702,6.074168621840283
-7Kqq1s_jc8_first48h,-7Kqq1s_jc8,UCaHvWPMrGgcd42waw4WYQ6w,2026-05-09 13:28:04+00:00,0,48,48,72,18349.0,20923.70046511628,2574.700465116279,7.853876801393541
YcoyPs1Og2Y_first48h,YcoyPs1Og2Y,UC3BSzbgMn2vLYS4Dp_i-bow,2026-05-09 11:00:22+00:00,0,48,48,72,2165448.0,2580190.772368421,414742.77236842085,12.93541619255339
uy_xo4Y2Ly4_first48h,uy_xo4Y2Ly4,UC2-hRIDWzqAnTjOxdLDmhCA,2026-05-08 11:00:06+00:00,0,48,48,72,70357.0,74742.6328934967,4385.632893496702,8.386317217130657
AWu9S8X89js_first48h,AWu9S8X89js,UCv7_krlrre3GQi79d4guxHQ,2026-05-09 09:12:22+00:00,0,48,48,72,22883.21052631579,23211.00625,327.7957236842085,5.795436657270832
3f7dKDnqA_8_first48h,3f7dKDnqA_8,UC6AG81pAkf6Lbi_1VC5NmPA,2026-05-08 21:02:45+00:00,0,48,48,72,10563.0,10690.092556124458,127.0925561244585,4.8527530973349196
jBo6C073RB4_first48h,jBo6C073RB4,UCj80uBZ1kBp_-8XJj4URetQ,2026-05-08 13:01:59+00:00,0,48,48,72,793244.1606192549,809126.9199623353,15882.759343080339,9.673052441234852
wjLSBuzo3eI_first48h,wjLSBuzo3eI,UCHVXbQzkl3rDfsXWo8xi2qw,2026-05-09 10:31:35+00:00,0,48,48,72,95187.0,97867.54826254827,2680.548262548269,7.894149616600847
go0CnkcgdcQ_first48h,go0CnkcgdcQ,UCNJRaN9NIAbCXpDa_hAKd3g,2026-05-09 11:01:13+00:00,0,48,48,72,54022.0,67617.01777706598,13595.01777706598,9.517532218336921
8Rjuzi4EV3c_first48h,8Rjuzi4EV3c,UCfYxZOdUz-zwmsjVKplsKxQ,2026-05-08 10:34:15+00:00,0,48,48,72,80957.98661619576,90587.36082474227,9629.374208546506,9.172677362660924
j9Ipj568NDA_first48h,j9Ipj568NDA,UCib5ktx2na_eMmmG53TzitA,2026-05-08 13:52:39+00:00,0,48,48,72,15842.49146110057,16060.00267022697,217.5112091264,5.386837313569484
Rx4zxAlckoQ_first48h,Rx4zxAlckoQ,UCPW-5qfYGNR8XYrvESrqJKA,2026-05-09 05:30:20+00:00,0,48,48,72,20077.27530747398,20467.922788761705,390.6474812877241,5.97036215276416
rtWH2cieEaU_first48h,rtWH2cieEaU,UCnxBP5BsR7r1C_nr3qWETug,2026-05-09 12:25:59+00:00,0,48,48,72,6137.0,6170.611573688593,33.611573688593126,3.544188125801458
N18F3yMrwsE_first48h,N18F3yMrwsE,UC_GJyBR3dQ2lKfv81tC8sEQ,2026-05-09 13:33:10+00:00,0,48,48,72,51248.28824397442,51340.60297674419,92.31473276976612,4.535978002887394
3PIh9Kj8MVQ_first48h,3PIh9Kj8MVQ,UCFVQH7c09gAwNxsj-TiCsGA,2026-05-09 13:45:07+00:00,0,48,48,72,17025.70528905289,21489.78980654762,4464.084517494728,8.404043422021648
DMJwQc3mfME_first48h,DMJwQc3mfME,UCkinYTS9IHqOEwR1Sze2JTw,2026-05-09 07:09:31+00:00,0,48,48,72,9397.62163777645,9535.3988083008,137.77717052435037,4.932869557054527
jPb8lPXmHew_first48h,jPb8lPXmHew,UCX2fYWaYhi7J1yMaK0M8Amw,2026-05-09 08:45:06+00:00,0,48,48,72,426596.18982158526,489394.23082287307,62798.04100128781,11.047695081659562
QTB1hGRmbu8_first48h,QTB1hGRmbu8,UCu0Gn50PSjozOgwgPVTBB4A,2026-05-07 23:07:17+00:00,0,48,48,72,294.1057993730407,315.8373650911798,21.731565718139052,3.1237545188242226
