sample_id,video_id,channel_id,publish_time,input_window_start_h,input_window_end_h,target_window_start_h,target_window_end_h,views_48h,views_72h,next_24h_views,log_next_24h_views
_8l52WlwuDk_first48h,_8l52WlwuDk,UCMOcj8AJi-jnlbuONEEpgww,2026-05-07 19:08:22+00:00,0,48,48,72,73747.98014888338,73758.02370003537,10.04355115198996,2.401846651444648
gAK5IDoDBx4_first48h,gAK5IDoDBx4,UCAAvO0ehWox1bbym3rXKBZw,2026-05-08 01:00:05+00:00,0,48,48,72,1286186.0,1334688.8584686774,48502.85846867738,10.789398629816363
k833hrS7qAs_first48h,k833hrS7qAs,UCgi-ChJ65n4TLMVAE5Izi_Q,2026-05-08 15:04:51+00:00,0,48,48,72,52071.0,59790.26942298955,7719.26942298955,8.951604541760831
-ToM_XtDYa0_first48h,-ToM_XtDYa0,UCBYfdTTVxTqByXPw0ERNisw,2026-05-08 11:00:01+00:00,0,48,48,72,6279.576923076923,7919.684210526316,1640.107287449393,7.403126468263983
0eWJ0ZdkhJg_first48h,0eWJ0ZdkhJg,UCGX7nGXpz-CmO_Arg-cgJ7A,2026-05-07 13:00:05+00:00,0,48,48,72,358156.1270096463,397395.4502617801,39239.32325213379,10.577460151467331
CPYO4zXC5Hc_first48h,CPYO4zXC5Hc,UCoLrcjPV5PbUrUyXq5mjc_A,2026-05-07 22:48:53+00:00,0,48,48,72,101275.09582689335,102722.82405345212,1447.728226558771,7.2784413654185185
cmH3BC1zY0Q_first48h,cmH3BC1zY0Q,UCoQBJMzcwmXrRSHBFAlTsIw,2026-05-07 10:20:53+00:00,0,48,48,72,28970.059216013346,38607.39775251535,9637.338536502008,9.173504021765185
NXt0pD9aYDk_first48h,NXt0pD9aYDk,UCXIJgqnII2ZOINSWNOGFThA,2026-05-08 16:30:08+00:00,0,48,48,72,167920.8875502008,171009.22708039492,3088.33953019412,8.035712602771481
DvahO4ZXW_g_first48h,DvahO4ZXW_g,UCbk_QsfaFZG6PdQeCvaYXJQ,2026-05-08 13:00:33+00:00,0,48,48,72,26397.0,35591.30748663102,9194.30748663102,9.126448577113447
4g2G-S87J3M_first48h,4g2G-S87J3M,UCKuq0c-RXYaulECSuu5hFug,2026-05-07 03:00:12+00:00,0,48,48,72,115783.75930521092,121170.72619203135,5386.966886820432,8.591923391783906
b-_l4FXtL6A_first48h,b-_l4FXtL6A,UCBvKuSAkXERBnGSQOH0Sarw,2026-05-08 12:44:04+00:00,0,48,48,72,21834.0,21932.225792057117,98.22579205711736,4.597397981072315
_mp8hstae3Y_first48h,_mp8hstae3Y,UCIU8ha-NHmLjtUwU7dFiXUA,2026-05-08 15:57:34+00:00,0,48,48,72,845.0,847.0,2.0,1.0986122886681098
RVLWKUOzO-o_first48h,RVLWKUOzO-o,UCGuYW3C2jbzaMuKWiCLhQeQ,2026-05-08 14:01:36+00:00,0,48,48,72,29032.0,29059.708463949843,27.708463949842553,3.3571919904321716
