sample_id,video_id,channel_id,publish_time,duration_seconds,category,publish_hour,is_shorts,title_length,tag_count,subscriber_count_at_publish,log_subscriber_count,views_1h,views_3h,views_24h,views_48h,log_views_1h,log_views_3h,log_views_24h,log_views_48h,growth_1h_to_3h,growth_3h_to_24h,growth_24h_to_48h,rate_late_to_early,likes_48h,comments_48h,like_view_ratio_48h,comment_view_ratio_48h,engagement_rate_48h
uNunnDS25jI_first48h,uNunnDS25jI,UCQhaZjODkIjuv38d-i5TVRw,2026-05-07 12:26:31+00:00,46,News & Politics,12.0,False,65,2,816000.0,13.61217085943569,,,,806.2139951179821,0.0,0.0,0.0,6.693588806745867,,,,,4.0,6.0,0.004961461875162111,0.0074421928127431656,0.012403654687905276
FAxsQM0JfZk_first48h,FAxsQM0JfZk,UC1zYGo1jIIjMVDTLL3dydow,2026-05-07 07:42:11+00:00,160,News & Politics,7.0,False,34,2,691000.0,13.445896549926763,,,,4257.0,0.0,0.0,0.0,8.356554845453426,,,,,93.0,19.0,0.021846370683579985,0.004463237021376556,0.026309607704956543
4E1iQ7gvN2k_first48h,4E1iQ7gvN2k,UC52X5wxOL_s5yw0dQk7NtgA,2026-05-07 14:00:05+00:00,102,News & Politics,14.0,False,69,18,4450000.0,15.308414878861498,,,,26203.505154639177,0.0,0.0,0.0,10.1736866274342,,,,,102.11340206185567,72.0,0.0038969367441201693,0.002747724000094423,0.006644660744214592
MsCKVvJxFiE_first48h,MsCKVvJxFiE,UCNKUkQV2R0JKakyE1vuC1lQ,2026-05-08 14:27:42+00:00,0,Sports,14.0,False,67,8,250000.0,12.429220196836383,,,61056.6362922231,61523.041666666664,0.0,0.0,11.019573554308373,11.027183298813958,,,466.40537444356596,,2264.2291666666665,5.0,0.036802945779799305,8.127036415218418e-05,0.03688421614395149
CurTULlOZZ4_first48h,CurTULlOZZ4,UCPibkYslKyJFp30ocgPryCA,2026-05-08 22:40:42+00:00,0,Entertainment,22.0,False,71,0,508000.0,13.138238695062618,,18329.260000000002,78901.0,85917.91155492153,0.0,9.816308525130315,11.275961855055156,11.36115924154003,,60571.74,7016.911554921535,,4887.708987161198,450.9514978601997,0.0568881261043783,0.005248631975556538,0.062136758079934844
sWqaEhbOZLc_first48h,sWqaEhbOZLc,UCMLJc_D3jgFcS_48G7i4V0A,2026-05-07 11:30:00+00:00,4073,News & Politics,11.0,False,42,0,1370000.0,14.130322027731049,,,,60702.035830618894,0.0,0.0,0.0,11.013748989480948,,,,,1108.7695439739414,114.89087947882736,0.01826577195973819,0.0018927022447717463,0.020158474204509936
UpK232caw54_first48h,UpK232caw54,UC5l1Yto5oOIgRXlI4p4VKbw,2026-05-08 14:38:01+00:00,631,News & Politics,14.0,False,93,0,3750000.0,15.137266664613225,,,1488.0,1540.972401103956,0.0,0.0,7.305860032684009,7.340817655846341,,,52.97240110395592,,41.0,1.0,0.026606576451744048,0.000648940889066928,0.027255517340810977
LcmTWjveld4_first48h,LcmTWjveld4,UC-bFNSvwBh-zoQVJv_fcYWg,2026-05-07 16:49:48+00:00,7610,Gaming,16.0,False,77,20,2160.0,7.6783263565068856,,,,61.0,0.0,0.0,0.0,4.127134385045092,,,,,8.0,,0.13114754098360656,0.0,0.13114754098360656
BY66DwQmlRQ_first48h,BY66DwQmlRQ,UCNsidkYpIAQ4QaufptQBPHQ,2026-05-07 22:27:32+00:00,0,News & Politics,22.0,False,86,14,1560000.0,14.260197020251155,,,,31131.374514374515,0.0,0.0,0.0,10.34600353789175,,,,,587.0,,0.018855576059738713,0.0,0.018855576059738713
U3zc2KayuDU_first48h,U3zc2KayuDU,UCaLjq8bBXAA7lLlHaGHvI8w,2026-05-08 23:28:40+00:00,38,News & Politics,23.0,False,63,0,44200.0,10.69650269224425,,18261.638095238093,23031.0,23135.0,0.0,9.812612617713492,10.044639832292011,10.04914512495849,,4769.361904761907,104.0,,121.0,274.0,0.005230170736978604,0.011843527123406094,0.0170736978603847
X8-iAxHHtmg_first48h,X8-iAxHHtmg,UCrVtzrm96PDy0YYR2iTKUCg,2026-05-08 12:40:52+00:00,0,Gaming,12.0,False,19,2,1550.0,7.346655163176539,,,44334.46185064935,44287.0,0.0,0.0,10.69954012905204,10.698469038977342,,,0.0,,19.0,,0.0004290198026508908,0.0,0.0004290198026508908
Kr8OLZriFKo_first48h,Kr8OLZriFKo,UC2rBfO8HDq4OfMUTBLXVzqQ,2026-05-07 04:41:20+00:00,1499,Education,4.0,False,71,92,11100.0,9.314790473332646,,,,16069.984193011647,0.0,0.0,0.0,9.684770700976415,,,,,940.2329450915141,35.70549084858569,0.058508641564214675,0.0022218746714208304,0.06073051623563551
9hjqTYQnWzg_first48h,9hjqTYQnWzg,UCi2GvcaxZCN-61a0co8Smnw,2026-05-08 16:18:49+00:00,15337,Gaming,16.0,False,97,44,1350000.0,14.115615891155079,,,76079.50244698205,80349.0,0.0,0.0,11.239547301390184,11.294147371165659,,,4269.497553017951,,3869.0,183.0,0.04815243500230246,0.002277564126498152,0.050429999128800605
5V78OLxMQB4_first48h,5V78OLxMQB4,UCIU8ha-NHmLjtUwU7dFiXUA,2026-05-08 17:06:33+00:00,0,News & Politics,17.0,False,62,19,3100000.0,14.946912992035967,,,10796.74443528442,11218.0,0.0,0.0,9.287092542715632,9.325364048544964,,,421.2555647155805,,48.0,,0.004278837582456766,0.0,0.004278837582456766
ry9axzRv5VE_first48h,ry9axzRv5VE,UCoNYj9OFHZn3ACmmeRCPwbA,2026-05-08 15:00:07+00:00,5918,News & Politics,15.0,False,74,46,1430000.0,14.173185701536545,,,11215.23417721519,15623.065706570656,0.0,0.0,9.325117487909406,9.656567678037344,,,4407.831529355466,,211.44014401440145,4.0,0.013533844636233925,0.00025603169538726984,0.013789876331621195
9jzzkSXo8A8_first48h,9jzzkSXo8A8,UCv7_krlrre3GQi79d4guxHQ,2026-05-07 10:41:54+00:00,53,News & Politics,10.0,False,47,2,967000.0,13.78195480856106,,,,909.0201511335013,0.0,0.0,0.0,6.813466743368467,,,,,2.0,2.0,0.002200171247585769,0.002200171247585769,0.004400342495171538
lNd5ZNcjL4U_first48h,lNd5ZNcjL4U,UCaJ9irc3XYSp7z_Ca9qi0aQ,2026-05-08 12:57:28+00:00,0,Entertainment,12.0,False,63,29,37900.0,10.542732775946709,,,17715.369951534733,17912.0,0.0,0.0,9.782244347165015,9.793281985215103,,,196.63004846526746,,123.0,,0.006866904868244752,0.0,0.006866904868244752
w2B59uM-pXQ_first48h,w2B59uM-pXQ,UCGJjgsCx-yswf-0q2ELf8JQ,2026-05-07 16:31:14+00:00,441,Gaming,16.0,False,57,24,4180.0,8.338305731356565,,,,722.0,0.0,0.0,0.0,6.583409222158765,,,,,45.0,11.0,0.062326869806094184,0.015235457063711912,0.07756232686980609
6eEZ9Tle9Uk_first48h,6eEZ9Tle9Uk,UCYUbNjkuE4lsr2v1Id2O1oA,2026-05-08 19:16:15+00:00,60,People & Blogs,19.0,False,88,0,676000.0,13.423949834313948,,,2647.0243492863137,3016.0,0.0,0.0,7.8815691123644385,8.012018239159062,,,368.97565071368626,,36.0,2.0,0.011936339522546418,0.000663129973474801,0.012599469496021221
zoS5RV0M2x4_first48h,zoS5RV0M2x4,UCIALMKvObZNtJ6AmdCLP7Lg,2026-05-08 23:01:11+00:00,3393,News & Politics,23.0,False,99,32,3140000.0,14.959733676355723,,845.0000000000001,9934.0,14970.0,0.0,6.740519359606224,9.203819154985917,9.613870275449836,,9089.0,5036.0,,226.0,28.0,0.01509686038744155,0.0018704074816299266,0.016967267869071476
BbLv8sae2_o_first48h,BbLv8sae2_o,UCIALMKvObZNtJ6AmdCLP7Lg,2026-05-08 22:28:14+00:00,182,News & Politics,22.0,False,53,12,3140000.0,14.959733676355723,,,1215.4458204334364,1509.3456582633053,0.0,0.0,7.103688623980171,7.3200938163695985,,,293.89983782986883,,28.0,3.0,0.018551085264469885,0.001987616278336059,0.020538701542805942
_aaONXrpJhs_first48h,_aaONXrpJhs,UCIU8ha-NHmLjtUwU7dFiXUA,2026-05-07 08:21:47+00:00,0,News & Politics,8.0,False,52,19,3100000.0,14.946912992035967,,,,672.0836120401335,0.0,0.0,0.0,6.511869559728941,,,,,29.663043478260864,,0.04413594223524905,0.0,0.04413594223524905
sVZvWDzBVbA_first48h,sVZvWDzBVbA,UCoNYj9OFHZn3ACmmeRCPwbA,2026-05-09 00:00:06+00:00,2949,News & Politics,0.0,False,84,46,1430000.0,14.173185701536545,,1764.0,12731.0,18798.0,0.0,7.475905969367397,9.451873788401983,9.841558955913962,,10967.0,6067.0,,257.0,2.0,0.013671667198638153,0.00010639429726566656,0.01377806149590382
pJmrxm4JyYI_first48h,pJmrxm4JyYI,UCoQBJMzcwmXrRSHBFAlTsIw,2026-05-07 05:05:00+00:00,82,News & Politics,5.0,False,46,7,2330000.0,14.66137925472634,,,,3217.7608695652175,0.0,0.0,0.0,8.076751741358645,,,,,20.0,10.0,0.006215502273387516,0.003107751136693758,0.009323253410081275
lNW7pyyLpZs_first48h,lNW7pyyLpZs,UCRkuUgtDAL4XSU5jB40J_wA,2026-05-08 17:01:05+00:00,1159,Gaming,17.0,False,29,20,11100000.0,16.22245575637265,,,682918.0447761194,856736.0,0.0,0.0,13.434131602649522,13.660886266000492,,,173817.9552238806,,13000.0,3173.0,0.015173869196578642,0.003703591304672618,0.01887746050125126
SS4h_Fo2T5M_first48h,SS4h_Fo2T5M,UCdokt2U4QvDBxWxuJ-MBGHA,2026-05-08 23:15:51+00:00,5348,Entertainment,23.0,False,36,21,718000.0,13.484226240787052,,44003.77669902913,53082.0,54715.48739063304,0.0,10.692053468349613,10.879612005311733,10.909920357813368,,9078.223300970873,1633.4873906330395,,2374.0,,0.043388081020848485,0.0,0.043388081020848485
XVWpE5U67Gs_first48h,XVWpE5U67Gs,UCexpzYDEnfmAvPSfG4xbcjA,2026-05-08 12:36:41+00:00,134,People & Blogs,12.0,False,35,0,476000.0,13.073175234051686,,,2350.487804878049,2652.899561063775,0.0,0.0,7.762803515268337,7.883785369814234,,,302.41175618572606,,24.95713916860315,26.95713916860315,0.00940749492928247,0.01016138702129896,0.01956888195058143
sn7IEbqR4nk_first48h,sn7IEbqR4nk,UCyoSQyaCrZHro6F_nBiXIYg,2026-05-08 10:33:13+00:00,1668,Gaming,10.0,False,60,2,342000.0,12.742568940017076,,,154554.5616883117,166665.0,0.0,0.0,11.948308933249306,12.02374708872822,,,12110.438311688311,,802.0,135.0,0.004812048120481205,0.0008100081000810009,0.005622056220562206
IL1ceSof_aI_first48h,IL1ceSof_aI,UCSybvgR_8VqWUE8mjIraeGw,2026-05-07 16:37:06+00:00,4708,People & Blogs,16.0,False,6,0,93699.0,11.447853468226514,,,,142137.1861252115,0.0,0.0,0.0,11.864555005114795,,,,,1032.7267343485616,1.0,0.00726570408843476,7.035456570239683e-06,0.007272739545005
mB4QWcUWUMI_first48h,mB4QWcUWUMI,UCIU8ha-NHmLjtUwU7dFiXUA,2026-05-08 12:01:51+00:00,103,News & Politics,12.0,False,39,19,3100000.0,14.946912992035967,,,1999.8948233360722,2208.0,0.0,0.0,7.601349771151362,7.700295203420117,,,208.10517666392775,,7.0,10.0,0.003170289855072464,0.004528985507246377,0.007699275362318841
N7ceK17t5RA_first48h,N7ceK17t5RA,UC5l1Yto5oOIgRXlI4p4VKbw,2026-05-08 13:22:37+00:00,0,News & Politics,13.0,False,48,10,3750000.0,15.137266664613225,,,11820.418416801293,13502.28263002944,0.0,0.0,9.377668285181924,9.510688092648417,,,1681.8642132281475,,154.801766437684,,0.011464858993056529,0.0,0.011464858993056529
RW9YRziML7A_first48h,RW9YRziML7A,UC6AG81pAkf6Lbi_1VC5NmPA,2026-05-08 10:11:23+00:00,51,News & Politics,10.0,False,66,7,3260000.0,14.997238060091309,,,8636.37033968517,9752.213472485768,0.0,0.0,9.063853456638817,9.185352096611672,,,1115.8431328005972,,80.92328544320954,69.7314990512334,0.008297940326216299,0.007150325333624937,0.015448265659841235
dLj5GT_w3WI_first48h,dLj5GT_w3WI,UCPten6gyvQBcVMLnoIiQN9Q,2026-05-08 13:00:09+00:00,9448,Sports,13.0,False,36,0,41000.0,10.62135173563291,,,32203.344827586207,32499.081395348836,0.0,0.0,10.379856654963657,10.388997872786964,,,295.7365677626294,,448.31976744186045,,0.013794844290768863,0.0,0.013794844290768863
Ltw51upVqPk_first48h,Ltw51upVqPk,UCExxWMXIf8UR5xb4eQTdh7A,2026-05-09 01:39:05+00:00,36,News & Politics,1.0,False,55,14,108000.0,11.58989576532275,759.4666666666667,2758.2911392405063,,6615.571756601607,6.633932279925688,7.922729092115284,0.0,8.797332653253912,1998.8244725738396,,,,31.0,6.0,0.004685913952798628,0.000906951087638444,0.005592865040437072
4G8MT-z3p38_first48h,4G8MT-z3p38,UC7tdFNggH_jwjJTDWqYelmA,2026-05-09 01:13:08+00:00,207,Sports,1.0,False,25,12,897000.0,13.706812255867513,,773.8469387755101,,5499.0,0.0,6.652665511493798,0.0,8.612503371220562,,,,,57.0,17.0,0.010365521003818877,0.0030914711765775596,0.013456992180396435
pfzdglUdPFA_first48h,pfzdglUdPFA,UCX9T2vC1e3gsd-VHeJlk4jQ,2026-05-08 10:35:44+00:00,0,Sports,10.0,False,40,24,167000.0,12.025755079404917,,,1155.807787903894,1388.5206611570247,0.0,0.0,7.053419583663905,7.236714118562491,,,232.71287325313074,,194.0,16.0,0.1397170423365137,0.011523055038062984,0.15124009737457667
looavAivwMQ_first48h,looavAivwMQ,UCyxNn8Emqqo3z6VQKFEQcvA,2026-05-08 15:58:14+00:00,8417,Gaming,15.0,False,37,0,11200.0,9.32375833901174,,,20479.974481658694,20683.720259128386,0.0,0.0,9.927251660133692,9.937150554952403,,,203.74577746969226,,666.479976442874,9.0,0.03222244200236343,0.00043512481735620133,0.03265756681971963
lN8KpN02YT0_first48h,lN8KpN02YT0,UCkKJhKO73xF1pK5h9R82ZGQ,2026-05-07 09:51:06+00:00,57,News & Politics,9.0,True,59,4,1290000.0,14.070153551531353,,,,2849.4804655029093,0.0,0.0,0.0,7.9552428434409315,,,,,11.0,7.0,0.003860352837357877,0.00245658816922774,0.006316941006585617
3QggNdyIdb4_first48h,3QggNdyIdb4,UCBZZzp0XhGNoThhHsvzgqzA,2026-05-07 23:15:00+00:00,8366,Education,23.0,False,86,13,1190.0,7.0825485693553,,,,61.0,0.0,0.0,0.0,4.127134385045092,,,,,7.0,7.0,0.11475409836065574,0.11475409836065574,0.22950819672131148
Flf1YQn1Epg_first48h,Flf1YQn1Epg,UC9i-5Q3FPF4SOK_BzX9Y_5g,2026-05-08 14:37:01+00:00,0,Sports,14.0,False,68,14,33900.0,10.431199791458543,,,84412.68152866242,84878.0,0.0,0.0,11.34348477086688,11.348981991880104,,,465.3184713375813,,2100.0,16.0,0.024741393529536512,0.00018850585546313533,0.024929899384999645
CMyo7sMpWdE_first48h,CMyo7sMpWdE,UCfq4V1DAuaojnr2ryvWNysw,2026-05-08 09:53:32+00:00,0,News & Politics,9.0,False,56,6,3400000.0,15.039286283703994,,,87537.04882154881,195470.19300605246,0.0,0.0,11.379828821503438,12.183168297197755,,,107933.14418450365,,1557.8776059179556,49.949562878278414,0.007969898540335089,0.0002555354456356003,0.00822543398597069
fClh5QmrAHk_first48h,fClh5QmrAHk,UCMXR0GRIKcohg_YTzabuzvA,2026-05-07 09:41:24+00:00,614,Entertainment,9.0,False,50,57,126000.0,11.744045122410057,,,,415.4291666666667,0.0,0.0,0.0,6.03171637911648,,,,,17.640833333333333,,0.042464118431742276,0.0,0.042464118431742276
pIB5DTYvjvU_first48h,pIB5DTYvjvU,UCsGqE-IVUCwyyi_WRsvVLJg,2026-05-07 12:30:06+00:00,248,News & Politics,12.0,False,48,48,278000.0,12.535379989788607,,,,11807.0,0.0,0.0,0.0,9.376532546840254,,,,,1414.0,77.0,0.11975946472431609,0.006521555009739985,0.12628101973405606
WPUNH_C72Go_first48h,WPUNH_C72Go,UCpu3bemTQwAU8PqM4kJdoEQ,2026-05-09 01:36:45+00:00,487,News & Politics,1.0,False,71,8,3220000.0,14.984892228079548,,719.25,,2207.5414110429447,0.0,6.579598373964638,0.0,7.700087581616026,,,,,17.0,5.0,0.007700874789917718,0.002264963173505211,0.00996583796342293
pS4obSXjtlA_first48h,pS4obSXjtlA,UCBuotNL7-vTwIWzwXbcm0Fg,2026-05-08 23:46:25+00:00,0,Gaming,23.0,False,82,7,10300.0,9.239996256883693,,1095.4210526315792,5274.0,5292.0,0.0,6.999806565841856,8.570733958344267,8.574140471857987,,4178.578947368421,18.0,,36.0,1.0,0.006802721088435374,0.0001889644746787604,0.006991685563114134
gEwwFHUlQMw_first48h,gEwwFHUlQMw,UC6AG81pAkf6Lbi_1VC5NmPA,2026-05-09 01:10:30+00:00,0,News & Politics,1.0,False,61,12,3260000.0,14.997238060091309,,7577.7962962962965,,35670.0,0.0,8.933109666065457,0.0,10.482093312723077,,,,,235.0,2.0,0.006588169329969162,5.6069526212503504e-05,0.006644238856181665
K3AZOLBmE4g_first48h,K3AZOLBmE4g,UCtUM3ZNoM1ngtcX8Y2Y3PYw,2026-05-08 22:27:44+00:00,0,Entertainment,22.0,False,63,0,433000.0,12.978495316450783,,,46647.97327044025,52966.0,0.0,0.0,10.750406196825143,10.8774243571031,,,6318.026729559751,,4297.0,85.0,0.08112751576483027,0.001604803081221916,0.08273231884605219
F2nS96jQty4_first48h,F2nS96jQty4,UCQ6RtwFR0XV2yZFhRj8JZfA,2026-05-07 22:59:59+00:00,244,News & Politics,22.0,False,37,5,38500.0,10.55843949396453,,,,96.99056603773585,0.0,0.0,0.0,4.584871209115744,,,,,1.0,1.0,0.010310281101060208,0.010310281101060208,0.020620562202120416
9t00xGZYWB0_first48h,9t00xGZYWB0,UCxXTyFekH99JnS3qaXIQW7A,2026-05-09 01:49:38+00:00,91,News & Politics,1.0,True,91,7,257000.0,12.456835254920371,244.18691588785046,485.7450980392157,,1653.549107142857,5.502020841658906,6.18774057340389,0.0,7.411283807877894,241.55818215136523,,,,48.44642857142857,2.0,0.029298451652965078,0.0012095195669487979,0.030507971219913874
PQl6LS5CiDo_first48h,PQl6LS5CiDo,UChypcqzwU_8ZD_pTiWquBOw,2026-05-09 00:54:22+00:00,0,People & Blogs,0.0,False,36,0,49900.0,10.817796321618971,,12500.727272727274,,47168.0,0.0,9.433622095562347,0.0,10.761492176138386,,,,,363.0,3.0,0.007695895522388059,6.360244233378561e-05,0.0077594979647218456
qelA4Hzrf8s_first48h,qelA4Hzrf8s,UChlgI3UHCOnwUGzWzbJ3H5w,2026-05-09 00:17:18+00:00,0,News & Politics,0.0,False,49,2,5330000.0,15.48886198375927,,26689.315789473687,157978.0,175822.64922159657,0.0,10.192056074081055,11.970217391783198,12.077236778630551,,131288.68421052632,17844.64922159657,,928.9980125869494,59.99867505796622,0.005283722072780821,0.0003412454272734078,0.005624967500054229
b_n9gwiZMDg_first48h,b_n9gwiZMDg,UC6ZFN9Tx6xh-skXCuRHCDpQ,2026-05-08 23:05:12+00:00,746,News & Politics,23.0,False,82,0,5270000.0,15.477541110270847,,,168575.25194401245,209111.0,0.0,0.0,12.035143460204376,12.250625272579233,,,40535.748055987555,,4616.0,,0.022074400677152325,0.0,0.022074400677152325
7upmV12yPZA_first48h,7upmV12yPZA,UC0l4egqFkC7XQvZFW1qajPg,2026-05-08 17:42:01+00:00,0,Gaming,17.0,False,86,0,150000.0,11.918397239722838,,,210436.8319467554,213430.28860190904,0.0,0.0,12.256945553314745,12.271070226605055,,,2993.4566551536263,,2644.760808534531,7.0,0.012391684544209884,3.279759422082976e-05,0.012424482138430712
Rl_hAXDTb1s_first48h,Rl_hAXDTb1s,UCmgMQUgO5nJxM5ORoz59MXg,2026-05-07 20:00:18+00:00,10860,Sports,20.0,False,60,7,726000.0,13.495306671216452,,,,91229.2142279709,0.0,0.0,0.0,11.421141417555232,,,,,2165.4074373484236,309.8714632174616,0.02373589924755166,0.0033966253665534143,0.027132524614105074
_ELXgAMakro_first48h,_ELXgAMakro,UCdEqVBX1Tboh4u5UOuIKu7Q,2026-05-09 01:30:34+00:00,1838,People & Blogs,1.0,False,95,16,4460.0,8.403128235128264,,5.0,,216.2169556840077,0.0,1.791759469228055,0.0,5.380896649856377,,,,,6.0,2.0,0.027749905094255217,0.00924996836475174,0.03699987345900696
CRYB6WaVGY4_first48h,CRYB6WaVGY4,UC477Kvszl9JivqOxN1dFgPQ,2026-05-08 19:00:00+00:00,8726,Gaming,19.0,False,50,11,1680000.0,14.33430494661736,,,440801.8623248145,657397.0,0.0,0.0,12.996353030277106,13.396044897919827,,,216595.1376751855,,28000.0,2352.0,0.042592223572666135,0.0035777467801039555,0.04616997035277009
2XvCPxKTXm4_first48h,2XvCPxKTXm4,UCIhiLrReluo0GbUMCEXIDyw,2026-05-07 21:45:34+00:00,0,Sports,21.0,False,53,20,24900.0,10.122663242288953,,,,25586.0,0.0,0.0,0.0,10.14983968898722,,,,,693.0,,0.02708512467755804,0.0,0.02708512467755804
CoHX5OVgo1w_first48h,CoHX5OVgo1w,UCmU9b04Ym19_OvsSdt7rRYg,2026-05-07 17:25:36+00:00,42900,News & Politics,17.0,False,40,6,119000.0,11.686887175419702,,,,7914.0,0.0,0.0,0.0,8.976514972315112,,,,,294.0,,0.037149355572403335,0.0,0.037149355572403335
0iJzIglghEE_first48h,0iJzIglghEE,UCD1rbchGoEjBY1F5I1q48Dw,2026-05-09 01:42:56+00:00,0,Gaming,1.0,False,29,4,74200.0,11.214532906153606,,297913.7692307692,,1171706.8050555342,0.0,12.604562715286363,0.0,13.973972904942872,,,,,3685.5407889697435,16.0,0.0031454462610166914,1.3655293227764144e-05,0.0031591015542444555
o9f5irzKzeQ_first48h,o9f5irzKzeQ,UCF4Wxdo3inmxP-Y59wXDsFw,2026-05-09 03:22:08+00:00,47,News & Politics,3.0,False,49,20,6160000.0,15.633587497847351,5222.382352941177,15784.349999999999,,59225.0,8.560900431374584,9.666837573695277,0.0,10.989115913645943,10561.967647058822,,,,426.0,179.0,0.007192908400168847,0.0030223723089911354,0.010215280709159983
VGDxT6nzeig_first48h,VGDxT6nzeig,UCuTAXTexrhetbOe3zgskJBQ,2026-05-07 22:24:37+00:00,74,News & Politics,22.0,False,41,1,3220000.0,14.984892228079548,,,,3756.0,0.0,0.0,0.0,8.231376045573969,,,,,23.0,3.0,0.006123535676251331,0.0007987220447284345,0.006922257720979766
o1xJ9liChck_first48h,o1xJ9liChck,UCMBzCzLVj4J40PUtQUSY0eQ,2026-05-09 00:47:51+00:00,0,People & Blogs,0.0,False,47,0,258000.0,12.460718739865236,,,,71470.0,0.0,0.0,0.0,11.177047052000846,,,,,7213.0,120.0,0.10092346439065342,0.0016790261648244019,0.10260249055547782
5xDnY78RBeg_first48h,5xDnY78RBeg,UC8p1vwvWtl6T73JiExfWs1g,2026-05-08 13:21:01+00:00,325,News & Politics,13.0,False,67,8,7010000.0,15.762848401664115,,,127199.43902439025,140138.0,0.0,0.0,11.753519381331811,11.850390066177644,,,12938.560975609755,,926.0,520.0,0.006607772338694715,0.003710628095163339,0.010318400433858054
f3UMGA5xb68_first48h,f3UMGA5xb68,UCF2e8f4ifh-_tzKRDqS4Wzg,2026-05-09 00:10:11+00:00,3125,Entertainment,0.0,False,11,0,334000.0,12.718899265966332,,,3292484.3330751355,3296631.293965962,0.0,0.0,15.007153257942768,15.008411988374698,,,4146.9608908263035,,3704.4785972150594,12.0,0.0011237163840541122,3.6400795023587804e-06,0.001127356463556471
PsYSQGOdmq8_first48h,PsYSQGOdmq8,UCKDhW7EA8QQhVeYSxO0Jrqg,2026-05-07 16:13:17+00:00,7887,Gaming,16.0,False,43,5,43400.0,10.6782377612977,,,,1216.0,0.0,0.0,0.0,7.104144092987527,,,,,43.0,,0.03536184210526316,0.0,0.03536184210526316
iKcnseuV1B0_first48h,iKcnseuV1B0,UCLv3v82YNNsa8EsxrcPMjGQ,2026-05-08 00:12:17+00:00,5486,News & Politics,0.0,False,100,13,760000.0,13.541075028051122,,,,48655.0,0.0,0.0,0.0,10.792530409917147,,,,,1456.0,65.0,0.029924982016236768,0.0013359366971534272,0.0312609187133902
seo92Db-Syo_first48h,seo92Db-Syo,UCR3asjvr_WAaxwJYEDV_Bfw,2026-05-08 13:54:12+00:00,1164,News & Politics,13.0,False,51,39,3150000.0,14.962913328262083,,,5275.657142857142,6924.029197080292,0.0,0.0,8.571048059314064,8.84289754723153,,,1648.3720542231495,,58.98394160583941,3.9678832116788305,0.008518730919088502,0.0005730598613524042,0.009091790780440905
UuOsjMK_XZk_first48h,UuOsjMK_XZk,UCODc8Pa-_WUMaVRp9dvmNmw,2026-05-07 22:50:57+00:00,70,News & Politics,22.0,True,45,2,343000.0,12.745488641595722,,,,12558.0,0.0,0.0,0.0,9.438192819018127,,,,,96.0,57.0,0.007644529383659818,0.004538939321548017,0.012183468705207836
PgJV4V9OuaE_first48h,PgJV4V9OuaE,UCD_zO_MDaC7MyekAmrn6WVQ,2026-05-07 16:00:46+00:00,3416,Education,16.0,False,41,48,286000.0,12.563750586299374,,,,39330.83544303798,0.0,0.0,0.0,10.579789532097895,,,,,915.5569620253165,91.84810126582279,0.02327835022348555,0.0023352695215143465,0.025613619744999896
PDkqXeT-hWo_first48h,PDkqXeT-hWo,UCGKL5LoNqNAR8yCj8wiWScA,2026-05-07 16:52:47+00:00,632,Gaming,16.0,False,77,1,97700.0,11.489667073393028,,,,34894.06543624161,0.0,0.0,0.0,10.460100706682095,,,,,281.2634228187919,496.2634228187919,0.008060494508234246,0.014222000693085298,0.022282495201319544
JbRBCNLWGOk_first48h,JbRBCNLWGOk,UCdOJAN1W_Y8yQZrnOW4yKKQ,2026-05-08 09:58:10+00:00,1836,News & Politics,9.0,False,30,0,161000.0,11.989165855127435,,,258.68916666666667,418.57297590035205,0.0,0.0,5.559485402999489,6.0392374700161335,,,159.88380923368538,,3.0,,0.007167208999928838,0.0,0.007167208999928838
MR0sKeOyRD0_first48h,MR0sKeOyRD0,UC5qSUdhxQMdFm7AjXt-QDxg,2026-05-08 18:08:04+00:00,0,Sports,18.0,False,86,14,176000.0,12.07824495582233,,,27481.30453020134,34291.0,0.0,0.0,10.221297604908898,10.442667369798647,,,6809.695469798658,,1932.0,315.0,0.05634131404741769,0.009186083812078971,0.06552739785949666
tqwff4gkRXw_first48h,tqwff4gkRXw,UCSWOnDD1KIriGmyQ7SgNA4A,2026-05-08 23:11:14+00:00,138,News & Politics,23.0,False,49,7,324000.0,12.688501881189456,,,434659.0,443475.24696802645,0.0,0.0,12.982319395259694,13.00239952116451,,,8816.246968026448,,562.0,1170.0,0.0012672635143501456,0.0026382532238250363,0.0039055167381751824
O9a9La9VUKI_first48h,O9a9La9VUKI,UCgnysg0nQxiD1ahcBMuwuUA,2026-05-09 02:01:21+00:00,0,Sports,2.0,False,53,0,75000.0,11.225256725762893,,18685.292035398234,,1077710.3177638839,0.0,9.835545487797523,0.0,13.890350200305676,,,,,13000.0,19.0,0.012062610690202353,1.7629969470295746e-05,0.012080240659672649
EGiqxUjr0so_first48h,EGiqxUjr0so,UCI9CLAkPxQ6b9T82jNK2kqg,2026-05-07 21:41:54+00:00,0,Sports,21.0,False,44,0,2150.0,7.67368812926773,,,,720.1446540880503,0.0,0.0,0.0,6.580839746964603,,,,,76.73584905660377,4.0,0.10655616010060871,0.0055544396216693015,0.11211059972227802
KYcKhoSMB7A_first48h,KYcKhoSMB7A,UCUaOgmrSO6N6TUVCQfp3yww,2026-05-07 18:15:59+00:00,743,Gaming,18.0,False,54,0,215.0,5.375278407684165,,,,4.0,0.0,0.0,0.0,1.6094379124341003,,,,,0.0,,0.0,0.0,0.0
