sample_id,video_id,channel_id,publish_time,duration_seconds,category,publish_hour,is_shorts,title_length,tag_count,subscriber_count_at_publish,log_subscriber_count,views_1h,views_3h,views_24h,views_48h,log_views_1h,log_views_3h,log_views_24h,log_views_48h,growth_1h_to_3h,growth_3h_to_24h,growth_24h_to_48h,rate_late_to_early,likes_48h,comments_48h,like_view_ratio_48h,comment_view_ratio_48h,engagement_rate_48h
7rJbqT5hiO0_first48h,7rJbqT5hiO0,UCGX7nGXpz-CmO_Arg-cgJ7A,2026-05-07 17:27:15+00:00,0,Entertainment,17.0,False,83,35,2930000.0,14.89051332229012,,,132009.27508361204,286994.94342762063,0.0,0.0,11.790635040081527,12.567223360243332,,,154985.6683440086,,10000.0,1352.7404326123128,0.03484381947838037,0.004713464343504959,0.03955728382188533
QeX11aDX9c4_first48h,QeX11aDX9c4,UC7_WiJnJxpm4MRNesRttzWg,2026-05-08 13:01:02+00:00,5602,Entertainment,13.0,False,90,15,1460000.0,14.19394767861579,,3383.6521739130435,19354.993579454254,26021.243608297154,0.0,8.127006424945005,9.87075739620486,10.166706974648115,,15971.34140554121,6666.2500288429,,1359.3275446213217,168.6488181379643,0.05223914602559139,0.006481197466065334,0.05872034349165673
CI4IeaxjXVk_first48h,CI4IeaxjXVk,UCDBAVzfX3yZ1hah0FHnOoaA,2026-05-07 13:00:22+00:00,1132,Gaming,13.0,False,14,7,1210000.0,14.006131744018864,,,,373157.86942675157,0.0,0.0,0.0,12.829759531342447,,,,,1828.3598726114649,472.0,0.004899695336507863,0.001264880198627703,0.006164575535135567
Kdl3alC4trs_first48h,Kdl3alC4trs,UCBjPppB6FOLloYBUvgbqE_A,2026-05-07 22:11:53+00:00,32045,Gaming,22.0,False,36,7,258000.0,12.460718739865236,,,212097.85915492958,213912.54588235295,0.0,0.0,12.26480776173081,12.273327221173599,,,1814.6867274233664,,1816.0,143.0,0.008489450642127175,0.0006684974899912919,0.009157948132118466
X-7MEZiJClk_first48h,X-7MEZiJClk,UCczKsS4gTjJzU5zayrNnwEA,2026-05-06 19:00:35+00:00,65,Sports,19.0,True,37,0,1170000.0,13.972515161474428,,,,181664.0,0.0,0.0,0.0,12.10991961062326,,,,,4743.0,86.0,0.02610864012682755,0.0004734014444248723,0.02658204157125242
pjAN1io4h8Y_first48h,pjAN1io4h8Y,UChY4PXxJI0aJYsGT1X6INWA,2026-05-07 07:46:18+00:00,0,Entertainment,7.0,False,36,30,1340000.0,14.108180918195472,,,,209579.0314049587,0.0,0.0,0.0,12.252860956876038,,,,,853.5206611570248,,0.004072547980755819,0.0,0.004072547980755819
B-u6nmRSiQs_first48h,B-u6nmRSiQs,UCt0H6f2yOF26wi_Ng8HssJQ,2026-05-07 16:15:01+00:00,671,Entertainment,16.0,False,43,97,1090000.0,13.901689171636098,,,,11181.0,0.0,0.0,0.0,9.32206062158659,,,,,49.0,15.0,0.00438243448707629,0.0013415615776764154,0.005723996064752705
PxtfZXkAS0g_first48h,PxtfZXkAS0g,UCt0H6f2yOF26wi_Ng8HssJQ,2026-05-08 10:00:44+00:00,140,Entertainment,10.0,False,55,97,1090000.0,13.901689171636098,,,5013.186085498743,6603.035992479183,0.0,0.0,8.520026391212399,8.795436255128012,,,1589.8499069804402,,88.61697555734622,3.0,0.013420640998819393,0.00045433646029144494,0.013874977459110838
zbyDQaEsUTA_first48h,zbyDQaEsUTA,UCt0H6f2yOF26wi_Ng8HssJQ,2026-05-07 16:01:51+00:00,1234,Entertainment,16.0,False,45,97,1090000.0,13.901689171636098,,,,16319.320126782884,0.0,0.0,0.0,9.70016624393741,,,,,84.38827258320127,8.0,0.005171065456624337,0.0004902165003106096,0.005661281956934947
0nfr3O1gB08_first48h,0nfr3O1gB08,UChY4PXxJI0aJYsGT1X6INWA,2026-05-07 10:00:02+00:00,1479,Entertainment,10.0,False,53,17,1340000.0,14.108180918195472,,,,2278.0,0.0,0.0,0.0,7.731492029245684,,,,,31.0,2.0,0.013608428446005268,0.000877963125548727,0.014486391571553995
fB3Yg5511DU_first48h,fB3Yg5511DU,UC31opT8RH0KAOTRPjyTJqQQ,2026-05-07 09:00:54+00:00,1619,Gaming,9.0,False,36,61,923000.0,13.73538559690802,,,,97285.0,0.0,0.0,0.0,11.485410372929586,,,,,2611.0,70.0,0.026838669887444107,0.0007195353857223621,0.02755820527316647
ziPdvpOBW1I_first48h,ziPdvpOBW1I,UCL0_NxCvkcXwZHpvqgMZY-A,2026-05-07 14:29:26+00:00,125,News & Politics,14.0,False,40,66,1040000.0,13.854732232655556,,,,10338.934713375796,0.0,0.0,0.0,9.24376883405562,,,,,27.0,42.0,0.0026114876192292105,0.00406231407435655,0.006673801693585761
obB0yvXV-BE_first48h,obB0yvXV-BE,UCpu3bemTQwAU8PqM4kJdoEQ,2026-05-08 13:11:10+00:00,0,News & Politics,13.0,False,98,8,3220000.0,14.984892228079548,,4362.063063063063,8513.645418326692,8260.218390804597,0.0,8.380929627078986,9.04954295022465,9.019327360577263,,4151.582355263629,0.0,,720.0,5.0,0.08716476561945567,0.0006053108723573311,0.087770076491813
x-R-UWyR4_g_first48h,x-R-UWyR4_g,UCwIdAI4fCV4lisP3TZzOGuw,2026-05-08 10:48:32+00:00,0,People & Blogs,10.0,False,77,14,177000.0,12.083910661257521,,,345.9585062240664,812.0863222698073,0.0,0.0,5.8492051941917715,6.700837281365021,,,466.1278160457409,,6.875936830835117,,0.008467002389126139,0.0,0.008467002389126139
cHpGws5nyZA_first48h,cHpGws5nyZA,UClNdVSK1uy2xFHTaXZYXopw,2026-05-07 09:00:00+00:00,977,Gaming,9.0,False,47,7,1490000.0,14.214287349062356,,,,248690.0,0.0,0.0,0.0,12.423966440958159,,,,,11000.0,255.0,0.044231774498371464,0.0010253729542804295,0.04525714745265189
ChVes6QSsr8_first48h,ChVes6QSsr8,UCTln5ss6h6L_xNfMeujfPbg,2026-05-07 23:43:46+00:00,189,News & Politics,23.0,False,93,21,655000.0,13.39239204133378,,,81340.86588432523,82147.0,0.0,0.0,11.30641611851856,11.316277777459984,,,806.1341156747658,,1107.0,933.0,0.01347584208796426,0.011357688047037628,0.024833530135001888
btgy7kFI-c0_first48h,btgy7kFI-c0,UCqQo7ewe87aYAe7ub5UqXMw,2026-05-07 20:17:47+00:00,600,Sports,20.0,False,81,4,17500000.0,16.677711496036597,,,64003.35906040268,65763.0,0.0,0.0,11.066706470341199,11.093827855130767,,,1759.640939597317,,810.0,61.0,0.012316956343232517,0.0009275732554780043,0.013244529598710522
hBkOHSJnjLQ_first48h,hBkOHSJnjLQ,UC8wcaRAR4KX6yuisEdlzx3w,2026-05-07 14:34:48+00:00,22997,Gaming,14.0,False,30,23,62000.0,11.034905792929415,,,,16570.0,0.0,0.0,0.0,9.715409458629793,,,,,401.0,,0.02420036210018105,0.0,0.02420036210018105
DxWbCLRU8Ts_first48h,DxWbCLRU8Ts,UCoLrcjPV5PbUrUyXq5mjc_A,2026-05-07 21:38:15+00:00,669,Sports,21.0,False,61,6,7200000.0,15.789591722875162,,,138339.7424749164,153701.98598130842,0.0,0.0,11.837475069170074,11.942777356672451,,,15362.243506392027,,2681.9742990654204,127.0,0.017449184419722288,0.000826274294305113,0.0182754587140274
O8ByDOFTrJo_first48h,O8ByDOFTrJo,UCnUec0N-ywOhTCjMHXtNN5g,2026-05-08 12:26:31+00:00,0,Entertainment,12.0,False,33,0,3530.0,8.169336395928386,,5542.95918367347,13813.466828478964,13823.837816662313,0.0,8.620464178590378,9.533471642944935,9.534222095158059,,8270.507644805493,10.370988183349255,,103.0,,0.007450897599207277,0.0,0.007450897599207277
CfWy0VaafFw_first48h,CfWy0VaafFw,UCiEm9noegBIb-AzjqpxKffA,2026-05-07 10:00:21+00:00,734,Gaming,10.0,False,61,58,118000.0,11.678448377988165,,,,43277.999159663865,0.0,0.0,0.0,10.675422788476268,,,,,553.8226890756303,80.60756302521008,0.012796864453747813,0.0018625529042557557,0.014659417358003569
l5I__op3SsY_first48h,l5I__op3SsY,UC2TuODJhC03pLgd6MpWP0iw,2026-05-08 11:53:40+00:00,103,News & Politics,11.0,False,93,35,2140000.0,14.576316854287645,,,11199.494345718902,12635.025974025973,0.0,0.0,9.32371319431975,9.444307217477474,,,1435.5316283070715,,65.98701298701299,152.95361781076068,0.005222546682742367,0.012105524604792257,0.017328071287534625
ZmTqRETUNCQ_first48h,ZmTqRETUNCQ,UCl7I7mCnHXKgVLe5NvRUMwQ,2026-05-08 14:34:46+00:00,0,Nonprofits & Activism,14.0,False,45,0,85600.0,11.357452244304588,527.0,13749.354838709678,14455.27400468384,14528.0,6.269096283706261,9.52881990921335,9.578883786483955,9.583901931071338,13222.354838709678,705.9191659741628,72.72599531615924,0.005500230193735771,68.0,8.0,0.004680616740088106,0.0005506607929515419,0.0052312775330396475
1nilpDdhbLc_first48h,1nilpDdhbLc,UCJNSLcZtWJmOHVq3YBEYbeA,2026-05-07 04:04:21+00:00,1760,Gaming,4.0,False,91,6,89600.0,11.403121759615027,,,,34026.74252491695,0.0,0.0,0.0,10.434931427501876,,,,,1072.6461794019933,162.0,0.0315236222984472,0.004760961172859006,0.036284583471306205
FVbD8-sILXQ_first48h,FVbD8-sILXQ,UCg40OxZ1GYh3u3jBntB6DLg,2026-05-07 22:15:01+00:00,109,News & Politics,22.0,False,98,1,5550000.0,15.52930866590278,,,61050.151162790695,62189.036575875485,0.0,0.0,11.019467335426445,11.0379500822289,,,1138.8854130847903,,1060.0,641.8023346303502,0.017044804974695453,0.010320184552904291,0.027364989527599748
seCg9nC1UGA_first48h,seCg9nC1UGA,UCXCLaaClAWQiTkl3pw9ZdLw,2026-05-07 21:40:21+00:00,0,News & Politics,21.0,False,72,2,839000.0,13.639967177343745,,,72763.94352159467,127151.0,0.0,0.0,11.194989573171693,11.753138500179961,,,54387.05647840533,,987.0,142.0,0.007762424204292534,0.0011167824083176696,0.008879206612610204
n_u7YnBLEe8_first48h,n_u7YnBLEe8,UCzpwkXk_GlfmWntZ9v4l3Tg,2026-05-08 12:59:06+00:00,7679,People & Blogs,12.0,False,76,17,1160000.0,13.963931425151141,,3667.6990291262136,20302.993610223642,28359.658276863505,0.0,8.207592390226392,9.918572875248822,10.252758191831672,,16635.294581097427,8056.664666639863,,512.2120038722169,242.30300096805422,0.018061289697911903,0.008543932321135579,0.026605222019047484
t8gHon4atu8_first48h,t8gHon4atu8,UC5nwNW4KdC0SzrhF9BXEYOQ,2026-05-08 11:00:07+00:00,1556,News & Politics,11.0,False,98,76,3270000.0,15.000300848683787,,,12605.0,14713.711566424323,0.0,0.0,9.441928170073055,9.596603059145144,,,2108.711566424323,,89.91976206212823,1.9197620621282223,0.006111290251694136,0.000130474357436025,0.006241764609130162
YWvQDrp4XGY_first48h,YWvQDrp4XGY,UClQ5uf3vMejw6-BalB-xeOg,2026-05-07 13:36:02+00:00,5166,Education,13.0,False,29,3,350000.0,12.765691290604371,,,,8948.0,0.0,0.0,0.0,9.099297073182859,,,,,585.0,24.0,0.06537773804202056,0.002682163611980331,0.06805990165400089
LI5zgcZU3X4_first48h,LI5zgcZU3X4,UCeBPTBz1oRnsWsUBnKNNKNw,2026-05-07 14:41:03+00:00,7568,Gaming,14.0,False,62,1,1890000.0,14.452087916136215,,,,331618.8714057508,0.0,0.0,0.0,12.711744626279373,,,,,5858.073482428115,334.5766773162939,0.017665078762241174,0.0010089192930969363,0.01867399805533811
YqS83Wc0l_g_first48h,YqS83Wc0l_g,UCdokt2U4QvDBxWxuJ-MBGHA,2026-05-07 23:24:51+00:00,5211,Entertainment,23.0,False,36,21,718000.0,13.484226240787052,,,56941.326429163215,58469.92403100775,0.0,0.0,10.949794217552057,10.976284884551045,,,1528.5976018445363,,2988.975968992248,,0.051119888019815714,0.0,0.051119888019815714
yPFkZCFg31A_first48h,yPFkZCFg31A,UCDq-_Ozntz1f_KiexzPgpSw,2026-05-07 15:07:05+00:00,10459,People & Blogs,15.0,False,85,9,73100.0,11.199597325534862,,,,8196769.539732494,0.0,0.0,0.0,15.919250798042484,,,,,13000.0,4.942564909520062,0.0015859906682729867,6.029893710640259e-07,0.0015865936576440506
qw949ROgyQM_first48h,qw949ROgyQM,UCwIdAI4fCV4lisP3TZzOGuw,2026-05-08 15:00:06+00:00,2949,People & Blogs,15.0,False,75,14,177000.0,12.083910661257521,168.55102040816328,404.35483870967744,4057.0,4491.0,5.133153886885377,6.004762828477746,8.30844552038576,8.410053315858335,235.80381830151416,3652.6451612903224,434.0,1.8405130295433099,79.0,,0.017590737029614785,0.0,0.017590737029614785
IN7YeEgoMcY_first48h,IN7YeEgoMcY,UCwIdAI4fCV4lisP3TZzOGuw,2026-05-08 10:56:24+00:00,0,People & Blogs,10.0,False,79,14,177000.0,12.083910661257521,,,3989.8269550748755,25903.530066815147,0.0,0.0,8.29175374532016,10.162173138447987,,,21913.703111740273,,270.0731036289794,115.94838202541595,0.010426111921130334,0.00447616142380365,0.014902273344933985
t3bOXryrKQw_first48h,t3bOXryrKQw,UCGKL5LoNqNAR8yCj8wiWScA,2026-05-06 18:39:30+00:00,729,Gaming,18.0,False,51,1,97700.0,11.489667073393028,,,,12998.814509480626,0.0,0.0,0.0,9.472690367840388,,,,,120.68178070898598,44.0,0.009284060528824939,0.0033849240611833332,0.01266898459000827
3rDZlVHFx0s_first48h,3rDZlVHFx0s,UC2TuODJhC03pLgd6MpWP0iw,2026-05-08 11:53:01+00:00,99,News & Politics,11.0,False,100,35,2140000.0,14.576316854287645,,,1260.1308943089432,1938.7695225637672,0.0,0.0,7.139764132567511,7.57032444219758,,,678.638628254824,,31.547416612164817,9.909483322432964,0.01627187566392498,0.005111222972666177,0.021383098636591158
JmaI7OUFE9Y_first48h,JmaI7OUFE9Y,UCX65vg9q8k-IuWqoViBL5vw,2026-05-08 12:50:00+00:00,0,Gaming,12.0,False,43,23,641000.0,13.370786295963992,,12589.752577319588,35999.93030794166,36826.99853587116,0.0,9.4407179010517,10.49130005899162,10.514013664651875,,23410.17773062207,827.0682279294997,,340.0,,0.009232357061866573,0.0,0.009232357061866573
QI5KY_rKGR8_first48h,QI5KY_rKGR8,UC8rk-fIWJXYlSF8tkfG9wWg,2026-05-07 09:00:06+00:00,1470,Gaming,9.0,False,40,2,203000.0,12.220966184120165,,,,75194.6214642263,0.0,0.0,0.0,11.22784828303302,,,,,3310.3444259567386,303.83444259567386,0.044023686288940614,0.004040640629333078,0.04806432691827369
5g5Smb0GnLw_first48h,5g5Smb0GnLw,UCsZ0adX615jzhh1nitOQ3Eg,2026-05-07 14:54:26+00:00,0,Sports,14.0,False,19,0,17000.0,9.741027444837728,,,,2405.229314420804,0.0,0.0,0.0,7.785816201394802,,,,,69.28211189913317,,0.028804784426892282,0.0,0.028804784426892282
ePZeyh5q9R8_first48h,ePZeyh5q9R8,UCGIY_O-8vW4rfX98KlMkvRg,2026-05-06 22:21:17+00:00,1015,Gaming,22.0,False,24,10,10100000.0,16.128046080821385,,,,2566566.9323990108,0.0,0.0,0.0,14.758080129519405,,,,,120000.0,22000.0,0.046755063538449826,0.0085717616487158,0.055326825187165626
DpDdnp_45vE_first48h,DpDdnp_45vE,UCIr2L5vnVPAC1-FCLf5mcng,2026-05-07 15:43:06+00:00,117,News & Politics,15.0,False,81,19,21400.0,9.97119292889014,,,,79261.0,0.0,0.0,0.0,11.280514099835102,,,,,134.0,401.0,0.0016906170752324597,0.005059234680359824,0.0067498517555922835
3JsvwbrGZGM_first48h,3JsvwbrGZGM,UCo5E9pEhK_9kWG7-5HHcyRg,2026-05-07 21:40:45+00:00,0,News & Politics,21.0,False,68,0,2170000.0,14.59023818634603,,,35720.07154742097,59103.0,0.0,0.0,10.483496033068512,10.987053882998966,,,23382.928452579028,,468.0,98.0,0.00791837977767626,0.0016581222611373365,0.009576502038813597
gIxr2aTckX0_first48h,gIxr2aTckX0,UC9tnW2dpPDNc_aEOnhsRs4g,2026-05-08 12:00:06+00:00,2962,News & Politics,12.0,False,95,16,316000.0,12.663500657121004,,,5544.111111111111,6075.246739697444,0.0,0.0,8.620671937656045,8.712142471794607,,,531.135628586333,,140.773604590506,26.886802295253,0.023171668678187173,0.004425631327789001,0.027597300005976176
hPmsZqYYZiM_first48h,hPmsZqYYZiM,UC4wpY8jmg-n4W-UddQBr1Ag,2026-05-08 11:33:30+00:00,352,News & Politics,11.0,False,54,3,54500.0,10.905974329106854,,,33709.235732009925,60832.97729645095,0.0,0.0,10.425556801143731,11.01590374897563,,,27123.74156444102,,337.4164926931107,,0.005546604945025367,0.0,0.005546604945025367
OblHI0ed0ac_first48h,OblHI0ed0ac,UCZRYEa3YILhcdYd7MHkFGzg,2026-05-07 08:31:44+00:00,8486,Science & Technology,8.0,False,25,4,198000.0,12.19602736016897,,,,3819.404522613065,0.0,0.0,0.0,8.248111591966046,,,,,175.4681742043551,4.0,0.04594123852697008,0.0010472836737553475,0.04698852220072543
r9okBpTebXg_first48h,r9okBpTebXg,UChqUTb7kYRX8-EiaN3XFrSQ,2026-05-08 11:55:02+00:00,41,News & Politics,11.0,True,51,0,4190000.0,15.248211530561777,,,5203.497114591921,5707.454652071931,0.0,0.0,8.557278360548976,8.649703627154187,,,503.9575374800106,,88.85327078446703,22.0,0.015567932852906915,0.003854607936659386,0.0194225407895663
LJk0eIqocuY_first48h,LJk0eIqocuY,UCNkLoS8K8QOpkTqCGqz3ycg,2026-05-08 15:25:34+00:00,0,People & Blogs,15.0,False,51,0,13400.0,9.503084610020228,40.62264150943396,251.39999999999998,675.0,676.0,3.728644286261326,5.531015130667058,6.516193076042964,6.517671272912275,210.77735849056603,423.6,1.0,0.004744342595244915,40.0,5.0,0.05917159763313609,0.0073964497041420114,0.06656804733727811
m-f98AArA48_first48h,m-f98AArA48,UCmFA-w0lm-HBBxrb9c69poA,2026-05-08 12:34:55+00:00,0,Entertainment,12.0,False,98,21,440000.0,12.994532278619134,,,10639.189256198348,11948.758307372793,0.0,0.0,9.272393549974131,9.388466331830669,,,1309.5690511744451,,693.5983904465213,58.0,0.0580477378991378,0.004854060857872739,0.06290179875701055
2q5ZosbG2nY_first48h,2q5ZosbG2nY,UCk5C4AR3uvmKwZYkIlSobbg,2026-05-07 10:14:24+00:00,666,Gaming,10.0,False,87,37,117000.0,11.669937760751914,,,,31008.321546052633,0.0,0.0,0.0,10.342043133301548,,,,,164.72944078947367,70.0,0.005312426876921488,0.0022574585308023877,0.007569885407723876
ztgsjERJcps_first48h,ztgsjERJcps,UCyoSQyaCrZHro6F_nBiXIYg,2026-05-07 04:25:22+00:00,2049,Gaming,4.0,False,46,4,342000.0,12.742568940017076,,,,204707.06532663316,0.0,0.0,0.0,12.229340171589525,,,,,1179.2613065326634,121.0,0.005760725965422929,0.0005910885381847026,0.006351814503607631
2Lubw14IhnI_first48h,2Lubw14IhnI,UC_v7qcdPJUANBAa--1pv_UQ,2026-05-07 20:24:10+00:00,0,Entertainment,20.0,False,44,9,15200.0,9.62911649414402,,,13279.906018136853,21419.0,0.0,0.0,9.49408264496055,9.97208034400174,,,8139.093981863147,,498.0,,0.023250385172043513,0.0,0.023250385172043513
oCtxwpfHEls_first48h,oCtxwpfHEls,UCTBbuMEc805yl3utRp35rDg,2026-05-08 15:24:55+00:00,192,Entertainment,15.0,False,37,0,16700.0,9.723223876851618,15.257142857142856,36.0421052631579,48.341580207502,59.0,2.7885323726369173,3.6120552457210446,3.898767137493549,4.0943445622221,20.784962406015044,12.299474944344098,10.658419792498002,0.5127947592252329,5.0,3.0,0.0847457627118644,0.05084745762711865,0.13559322033898305
bsUBqySizT8_first48h,bsUBqySizT8,UCgnysg0nQxiD1ahcBMuwuUA,2026-05-08 13:12:10+00:00,36475,Sports,13.0,False,48,0,74500.0,11.218567827096358,,945050.3846153846,963903.951433121,970624.422253923,0.0,13.758994580251974,13.778747970633148,13.785695907918011,,18853.56681773637,6720.470820802031,,12000.0,26.0,0.012363175420760951,2.6786880078315394e-05,0.012389962300839266
yFE7Kdt8Xq0_first48h,yFE7Kdt8Xq0,UCgjsiInAgdceEq2lpRNNYvw,2026-05-07 09:01:31+00:00,1114,News & Politics,9.0,False,93,28,344000.0,12.748399843328054,,,,24113.223684210527,0.0,0.0,0.0,10.09055713974813,,,,,547.0921052631579,20.0,0.02268846805503641,0.0008294204152013118,0.02351788847023772
KNU4Zw_HKtg_first48h,KNU4Zw_HKtg,UC5l1Yto5oOIgRXlI4p4VKbw,2026-05-07 00:00:00+00:00,581,News & Politics,0.0,False,61,0,3750000.0,15.137266664613225,,,,1851.0,0.0,0.0,0.0,7.524021415206125,,,,,34.0,1.0,0.018368449486763912,0.0005402485143165856,0.0189086980010805
ywpRCuMw-lw_first48h,ywpRCuMw-lw,UCNxBGANd7itrXCT-KiGSA-w,2026-05-08 14:45:37+00:00,0,Sports,14.0,False,53,0,168000.0,12.031725210748633,,6837.64705882353,38258.54095826893,39181.18155619597,0.0,8.830345192634297,10.552148244967979,10.575977370300556,,31420.8938994454,922.6405979270348,,434.78674351585016,1.0,0.011096825727224518,2.5522456451848978e-05,0.011122348183676366
WGMR-IvFWlM_first48h,WGMR-IvFWlM,UCpmAcCUZtDEZNQWmqwX7DxQ,2026-05-08 15:00:06+00:00,2688,News & Politics,15.0,False,85,16,496000.0,13.114333221834064,406.3804347826087,985.4470588235293,3833.1078509119748,4142.0,6.009747478050898,6.894109658359697,8.251692053338264,8.329175442077402,579.0666240409207,2847.6607920884453,308.89214908802523,0.533431104926187,97.0,18.0,0.023418638338966683,0.0043457267020762915,0.027764365041042974
8hyRKquHF1U_first48h,8hyRKquHF1U,UCMJiPpN_09F0aWpQrgbc_qg,2026-05-07 08:30:29+00:00,5963,Gaming,8.0,False,48,12,5650000.0,15.547166280113759,,,,792340.2342569269,0.0,0.0,0.0,13.582747429341282,,,,,17000.0,958.6465155331654,0.021455429454422383,0.0012098925109264506,0.02266532196534883
vssft_vWMWo_first48h,vssft_vWMWo,UC67Wr_9pA4I0glIxDt_Cpyw,2026-05-06 23:41:12+00:00,6873,Entertainment,23.0,False,89,0,8900000.0,16.001561947061912,,,,135859.40661157024,0.0,0.0,0.0,11.81938321561267,,,,,2215.785950413223,54.0,0.016309404005776948,0.00039746971775306706,0.016706873723530014
u2ZuHy1h1dw_first48h,u2ZuHy1h1dw,UCYbN-4QeDOp3oRU4TpPvj-g,2026-05-08 15:14:31+00:00,2123,Sports,15.0,False,98,32,0.0,0.0,129.13333333333333,282.8118811881188,812.0,886.0,4.868559565870828,5.648311628501223,6.70073110954781,6.787844982309579,153.67854785478545,529.1881188118812,74.0,0.4815245916425784,31.0,29.0,0.034988713318284424,0.0327313769751693,0.06772009029345373
FlhdlwKyGyE_first48h,FlhdlwKyGyE,UCExxWMXIf8UR5xb4eQTdh7A,2026-05-07 23:32:15+00:00,92,News & Politics,23.0,False,51,16,108000.0,11.58989576532275,,,22042.618181818183,22670.0,0.0,0.0,10.00077841412268,10.02884185368883,,,627.3818181818169,,176.0,113.0,0.007763564181737979,0.004984561093956771,0.01274812527569475
BK6AkX_aK90_first48h,BK6AkX_aK90,UChqUTb7kYRX8-EiaN3XFrSQ,2026-05-08 11:10:28+00:00,32,News & Politics,11.0,True,66,0,4190000.0,15.248211530561777,,,2092.821862348178,2319.0,0.0,0.0,7.646746317299927,7.749322464660356,,,226.178137651822,,35.0,8.0,0.015092712376024149,0.0034497628288055198,0.018542475204829666
