model,split,timestamp,mae,rmse,rmsle,r2,n_samples
lstm_regressor,valid,2026-05-28T10:53:15.512109,0.823118216972427,1.101142114537834,0.38239475183239774,0.8447713532691541,181
lstm_regressor,test,2026-05-28T10:53:16.084697,0.9637952816603282,1.3609957426496941,0.3851242038632529,0.7703319354457603,173
lightgbm_regressor,valid,2026-05-28T10:53:33.330513,0.695364300463569,0.9020950121221307,0.319633478496564,0.8958187201817481,181
lightgbm_regressor,test,2026-05-28T10:53:33.332379,0.8181627228974495,1.1468498429511083,0.35135260077933633,0.8474885420649507,183
