video_id,crawl_time,time_since_publish_minutes,view_count,like_count,comment_count,subscriber_count,video_status
HRzXPbhT9ek,2026-06-03T13:19:19Z,18.8,12,,,15700,OK
HRzXPbhT9ek,2026-06-03T13:29:13Z,28.7,49,,,15700,OK
HRzXPbhT9ek,2026-06-03T13:39:25Z,38.9,96,,,15700,OK
HRzXPbhT9ek,2026-06-03T13:50:57Z,50.4,145,,,15700,UNPLAYABLE
