video_id,crawl_time,time_since_publish_minutes,view_count,like_count,comment_count,subscriber_count,video_status
75DwdehU_e8,2026-05-31T03:40:32Z,37.6,71,0,,,OK
75DwdehU_e8,2026-05-31T04:07:49Z,64.8,104,0,,,OK
75DwdehU_e8,2026-05-31T04:40:09Z,97.2,139,0,,,OK
75DwdehU_e8,2026-05-31T05:12:47Z,129.8,173,0,,,OK
75DwdehU_e8,2026-05-31T05:25:43Z,142.8,184,0,,,OK
75DwdehU_e8,2026-05-31T05:42:04Z,159.1,198,0,,,OK
75DwdehU_e8,2026-05-31T06:07:25Z,184.4,215,0,,,UNPLAYABLE
